Country,Embassy Name,Embassy Address,Google Maps URL
Cambodia,Embassy of Germany,"No. 76-77, 78, Street 214, Rue Yougoslavie, Phnom Penh, Cambodia",https://www.google.com/maps/place/?q=place_id:ChIJQ9AMJjxRCTERf4smtnnIi5Q
"Korea, Republic of",Embassy of Germany,"416 Hangang-daero, Hoehyeon-dong, Jung-gu, Seoul, South Korea",https://www.google.com/maps/place/?q=place_id:ChIJQX7vdTkTMhURATc2Z5Ox3LI
Kuwait,Embassy of Germany,"Al Hamra Tower, Al-Shuhada St, Kuwait City, Kuwait",https://www.google.com/maps/place/?q=place_id:ChIJ6UfmlMmEzz8RtkP1E0W6-QM
Kuwait,Embassy of the Federal Republic of Germany Consular Section,"Symphony Tower 2، Block 2, Salem Al Mubarak St, Salmiya, Kuwait",https://www.google.com/maps/place/?q=place_id:ChIJnfncFZedzz8RNVtRX_GHC3o
Lao People's Democratic Republic,Embassy of Germany,"WJVG+P63, Sokpaluang Road, Vientiane, Laos",https://www.google.com/maps/place/?q=place_id:ChIJgQ7gCiFmJDERR6aka4HySWU
Lebanon,Germany Visa Application Center,"Gefinor Center, Bloc A, 1st flr, Beirut, Lebanon",https://www.google.com/maps/place/?q=place_id:ChIJV5_YyE8XHxURORR27eN_1KE
Liberia,Embassy of Germany,"77F3+6QG, Tubman Blvd, Monrovia, Liberia",https://www.google.com/maps/place/?q=place_id:ChIJE29oG10CCg8RQ-5GSDMz-b0
Libya,Embassy of Germany,"V5MQ+M84, شارع محمد حسن المشاي, Tripoli 302, Libya",https://www.google.com/maps/place/?q=place_id:ChIJgWuy4MSSqBMRNiS2cKQNzuM
Sri Lanka,Embassy of Germany,"40 Alfred House Ave, Colombo 00300, Sri Lanka",https://www.google.com/maps/place/?q=place_id:ChIJObIdUd9b4joR6ehFK3P6_3w
Lithuania,Embassy of Germany,"Z. Sierakausko g. 24, 03105 Vilnius, Lithuania",https://www.google.com/maps/place/?q=place_id:ChIJKWrogAuU3UYR5IyALtWwKXc
Luxembourg,Embassy of Germany,"20-22 Av. Emile Reuter, 2420 Ville-Haute Luxembourg",https://www.google.com/maps/place/?q=place_id:ChIJnQqpENVOlUcRV8mhOvadujA
Latvia,Embassy of Germany,"Raiņa bulvāris 13, Centra rajons, Rīga, LV-1050, Latvia",https://www.google.com/maps/place/?q=place_id:ChIJzWzeg9HP7kYRu44yAHgmcMU
Monaco,Consulate of Germany,"27 Bd Albert 1er, 98000 Monaco",https://www.google.com/maps/place/?q=place_id:ChIJF7VG94vCzRIR91S6OBEO5tc
"Moldova, Republic of",Embassy of Germany,"Alexei Mateevici St 82, Chişinău 2009, Moldova",https://www.google.com/maps/place/?q=place_id:ChIJK5Qzm8x9yUARFXTvyQ6E3B4
Madagascar,Embassy of Germany,"3GRP+CFR, Lalana Pastora Rabeony Hans, Antananarivo, Madagascar",https://www.google.com/maps/place/?q=place_id:ChIJxfXiyfl98CER947dehoAw78
Maldives,Honorary Consulate of Federal Republic of Germany,"Universal Enterprises Pvt, Ltd, Universal Building, 39 Orchid Magu, Malé, Maldives",https://www.google.com/maps/place/?q=place_id:ChIJH3IkEmB_PzsR4--NQ7ds4C0
Mexico,Embassy of Germany,"Sección Alameda, Av. Horacio 1506, Polanco, Polanco I Secc, Miguel Hidalgo, 11530 Ciudad de México, CDMX, Mexico",https://www.google.com/maps/place/?q=place_id:ChIJk-wRExwC0oURdgMUw1zQmM8
North Macedonia,Embassy of Germany,"Lerinska 59, Skopje 1000, North Macedonia",https://www.google.com/maps/place/?q=place_id:ChIJVZPuXREUVBMRvfWjFfn3zaA
Mali,Embassy of Germany,"J2G6+2PC, Rue 14, Bamako, Mali",https://www.google.com/maps/place/?q=place_id:ChIJfS8SpLvNUQ4R2XZmpWk2WKM
Malta,Embassy of Germany,"Whitehall Mansions, 3rd floor,, ix-Xatt Ta' Xbiex, Ta' Xbiex XBX 1026, Malta",https://www.google.com/maps/place/?q=place_id:ChIJt-cHWTtFDhMROXiqb-K3B_M
Myanmar,Embassy of Germany,"9 Bo Gyoke Museum Ln, Yangon, Myanmar (Burma)",https://www.google.com/maps/place/?q=place_id:ChIJRXdUZKPswTARxjyXITpSTkw
Montenegro,Embassy of Germany,"10 Hercegovačka, Podgorica 81000, Montenegro",https://www.google.com/maps/place/?q=place_id:ChIJX26yoknrTRMRVfVmMbeISb8
Mongolia,Embassy of Federal Republic of Germany,"Behind Mongolia National University, Ulaanbaatar 14201, Mongolia",https://www.google.com/maps/place/?q=place_id:ChIJK_A4mkKSll0RHEEF8QWHdhE
