Country,Embassy Name,Embassy Address,Google Maps URL
Suriname,Brazilian Ambassy,"RR6C+V8F, Maratakkastraat, Paramaribo, Suriname",https://www.google.com/maps/place/?q=place_id:ChIJz4DoqOHKCY0RO5oUcRS_ldI
Slovenia,Embassy of Brazil,"Trg republike 3, 1000 Ljubljana, Slovenia",https://www.google.com/maps/place/?q=place_id:ChIJaTR7xGMtZUcRqyXvTJJIGI4
Sweden,Embassy of Brazil,"Kungsgatan 88, 112 27 Stockholm, Sweden",https://www.google.com/maps/place/?q=place_id:ChIJFag6smudX0YR9mtJq9Xom-U
Syrian Arab Republic,Brazil Embassy,"17 Al Farabi, Damascus, Syria",https://www.google.com/maps/place/?q=place_id:ChIJJ5NrezDeGBURSd6dnUS1huc
Togo,Embassy of Brazil,"Rue 125, Cité OUA, Togo",https://www.google.com/maps/place/?q=place_id:ChIJ2bNqVFviIxARzliO1zHC-AY
Togo,Embassy Brazil,"56J9+QM7, Lomé, Togo",https://www.google.com/maps/place/?q=place_id:ChIJl2EB_w7jIxARX82wo1CLUeM
Thailand,Embassy of Brazil,"1168/101 Lumpini Tower, Rama IV Road, 34F, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJHzdeHiOf4jAR1wwq4g_C9Ec
Tokelau,Embassy of the Federative Republic of Brazil,"Nile City - North Tower C – 18th Floor Cairo Egypt، 2005 Nile Corniche, Boulaq Num.4, Bulaq, Cairo Governorate, Egypt",https://www.google.com/maps/place/?q=place_id:ChIJ24r_C8NAWBQRIZyflYCnw14
Timor-Leste,Embassy of Brazil,"CHX8+PG3, Díli, Timor-Leste",https://www.google.com/maps/place/?q=place_id:ChIJoVrVG4jnAS0RCL7JQiltM4Y
Trinidad and Tobago,Embassy of Brazil,"18 Sweet Briar Road, Port of Spain, Trinidad & Tobago",https://www.google.com/maps/place/?q=place_id:ChIJhdjyK3MINowRthP2QHdKXtM
Turkey,Brazilian Embassy,"Kazım Özalp, Kazım Özalp Mh. İlkadım Sk. 06610 Çankaya Ankara, İlkadım Sk. No:1, 06700 Çankaya/Ankara, Türkiye",https://www.google.com/maps/place/?q=place_id:ChIJzahTfZZP0xQRuRMqGhzeX0k
Turkey,Brazil Consulate,"Harbiye, Askerocağı Caddesi Süzer Plaza No:6, 34357 Elmadağ / Şişli/Beşiktaş/İstanbul, Türkiye",https://www.google.com/maps/place/?q=place_id:ChIJtThKOXG3yhQRkElgpzoZ_ro
"Taiwan, Province of China",Commercial Office of Brazil to Taipei,"No. 45 號, Dexing W Rd, Shilin District, Taipei City, Taiwan 11158",https://www.google.com/maps/place/?q=place_id:ChIJfQ9BcJCuQjQRbtFAbrcPoYM
"Tanzania, United Republic of",Embassy of Brazil,"254 Toure Dr, Dar es Salaam, Tanzania",https://www.google.com/maps/place/?q=place_id:ChIJO31w1_5MXBgRHIu8liew7p0
Ukraine,Embassy of Brazil in Kiev,"Andriivs'kyi descent, 7А, Kyiv, Ukraine, 04070",https://www.google.com/maps/place/?q=place_id:ChIJk9FBLFfP1EARGo0tWs9E244
Uruguay,Consulate General of Brazil,"Convención 1343, 11100 Montevideo, Departamento de Montevideo, Uruguay",https://www.google.com/maps/place/?q=place_id:ChIJOauQvCyAn5UR8V3EAQEm0mA
United States,"Embassy of Brazil in Washington, D.C.","3006 Massachusetts Ave NW, Washington, DC 20008, United States",https://www.google.com/maps/place/?q=place_id:ChIJ4etxbDK2t4kRpfkKKsk--2w
United States,Consulate General of Brazil,"1030 15th St NW, Washington, DC 20005, United States",https://www.google.com/maps/place/?q=place_id:ChIJxfwmtb-3t4kRlrtW-PHQ-64
United States,Consulate General of Brazil in New York,"225 E 41st St, New York, NY 10017, United States",https://www.google.com/maps/place/?q=place_id:ChIJ6RJ0aQNZwokRMlP9sirzjEA
United States,Embassy of Brazil,"1025 Thomas Jefferson St NW, Washington, DC 20007, United States",https://www.google.com/maps/place/?q=place_id:ChIJJWa_iUy2t4kR08GSLlBvDxk
Holy See (Vatican City State),Embassy of Brazil to the Holy See,"Via della Conciliazione, 22, 00193 Roma RM, Italy",https://www.google.com/maps/place/?q=place_id:ChIJdQkhcV1gLxMRzk6ME47Lzn8
"Venezuela, Bolivarian Republic of",Embassy of Brazil,"F4XW+9G2, Avenida Mohedano, Caracas 1060, Miranda, Venezuela",https://www.google.com/maps/place/?q=place_id:ChIJIcJeiKlZKowR5f-Bn1wFOUU
"Venezuela, Bolivarian Republic of",Consulate of Brazil,"G43X+5QQ, Av. San Juan Bosco, Caracas 1060, Miranda, Venezuela",https://www.google.com/maps/place/?q=place_id:ChIJy2jUqKhZKowRNM1SsIf11Yc
"Virgin Islands, U.S.",Embassy of Brazil,"4th Floor, Mardini Bldg, Rodney Bay, Gros Islet, St. Lucia",https://www.google.com/maps/place/?q=place_id:ChIJX9JDTZtCQIwRYZK2LaKFP0w
Viet Nam,Embassy of Brazil in Hanoi,"44B P. Lý Thường Kiệt, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội 10000, Vietnam",https://www.google.com/maps/place/?q=place_id:ChIJhW4ikZOrNTERLaGGAoSktoc
South Africa,Embassy of Brazil in Pretoria,"152 Dallas Ave, Waterkloof Glen, Pretoria, 0181, South Africa",https://www.google.com/maps/place/?q=place_id:ChIJoeCwNLhhlR4RBAiMqcya_d4
South Africa,Embassy of Brazil,"Lynnwood Rd, Brooklyn, Pretoria, 0181, South Africa",https://www.google.com/maps/place/?q=place_id:ChIJme1Ugq9hlR4RT4Jf7IbWLhU
South Africa,Consulate General of Brazil,"7 Bree St, Cape Town City Centre, Cape Town, 8001, South Africa",https://www.google.com/maps/place/?q=place_id:ChIJxZeQLGFnzB0RmiF9xsGwKuU
South Africa,Brazilian embassy,"2 Corobay Ave, Waterkloof Glen, Pretoria, 0010, South Africa",https://www.google.com/maps/place/?q=place_id:ChIJg411BflhlR4RjLm0EblNH-o
South Africa,Embassy : Brazil,"22 Riebeeck Street, Cape Town City Centre, Cape Town, 8000, South Africa",https://www.google.com/maps/place/?q=place_id:ChIJkS_4MWFnzB0RhJBqpH1SnoQ
Zambia,Embassy of Brazil in Lusaka,"4 Manenekela Road, off Independence Ave, Lusaka, Zambia",https://www.google.com/maps/place/?q=place_id:ChIJoVQv7BuNQBkR6kHILTrY-xI
Zimbabwe,Embassy of Brazil,"16 Prestwood Ln, Harare, Zimbabwe",https://www.google.com/maps/place/?q=place_id:ChIJl3B9K06wMRkR3KRGE7gfaSY
