Country,Embassy Name,Embassy Address,Google Maps URL
North Macedonia,Honorary Consulate of Turkey,"4Q6X+P2M, Коста Абраш, Ohrid, North Macedonia",https://www.google.com/maps/place/?q=place_id:ChIJ0ZWI4aTcUBMRYrYDDO54yKU
Malta,Embassy of Turkey,"VGQ4+WH4, Pietro Floriani, Il-Furjana, Malta",https://www.google.com/maps/place/?q=place_id:ChIJm71GEM5aDhMRkSHvmhgD2wQ
Myanmar,Embassy Of The Republic Of Turkey,"R5X4+477, Yangon, Myanmar (Burma)",https://www.google.com/maps/place/?q=place_id:ChIJLTWQ_GCTwTARLvyxrKiNl6U
Montenegro,Embassy of Turkey,"C7H3+JXM, Podgorica, Montenegro",https://www.google.com/maps/place/?q=place_id:ChIJmwnmtRXrTRMREzupISurZmg
Northern Mariana Islands,Embassy of Turkey,"35 Ilia Chavchavadze Avenue, Tbilisi 0179, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJ81EVOzFzREARn82ejvWkfjk
Mozambique,Turkey embassy,"N4, Mozambique",https://www.google.com/maps/place/?q=place_id:ChIJ6-qkCu6J5h4RnmOYi0OyHTE
Montserrat,Embassy of Turkey,"Alexei Mateevici St 55, Chișinău, Moldova",https://www.google.com/maps/place/?q=place_id:ChIJxUHrESx8yUARSex4gvZ5zHw
Montserrat,Embassy of Turkey,"Level-18, Menara Tan&Tan, 207, Jln Tun Razak, 50400 Kuala Lumpur, Malaysia",https://www.google.com/maps/place/?q=place_id:ChIJu-FBYks2zDERc9dAAupw4cU
Mauritius,Consulate of Turkey,"38 Route Royale, Pres de Commercial Bank Royal Rd, Port Louis, Mauritius",https://www.google.com/maps/place/?q=place_id:ChIJB1wAPqtRfCERHDt4bJ76LyE
Malawi,Embassy of Turkey,"624W+7H8, Harare, Zimbabwe",https://www.google.com/maps/place/?q=place_id:ChIJYzjOSW6lMRkR-WZ_sSjJLDA
Malaysia,Embassy of Turkey,"Level-18, Menara Tan&Tan, 207, Jln Tun Razak, 50400 Kuala Lumpur, Malaysia",https://www.google.com/maps/place/?q=place_id:ChIJu-FBYks2zDERc9dAAupw4cU
Malaysia,Embassy of Turkey,"118, Jalan U Thant, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.google.com/maps/place/?q=place_id:ChIJu-FBYks2zDERfH_DhcPqL-w
Mayotte,Embassy of Turkey,"35 Ilia Chavchavadze Avenue, Tbilisi 0179, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJ81EVOzFzREARn82ejvWkfjk
New Caledonia,Embassy of Turkey,"59M5+9MG, Lefkoşa 99010",https://www.google.com/maps/place/?q=place_id:ChIJCxcTAkgX3hQRWLhjUlmjEMo
New Caledonia,Embassy of Turkey,"35 Ilia Chavchavadze Avenue, Tbilisi 0179, Georgia",https://www.google.com/maps/place/?q=place_id:ChIJ81EVOzFzREARn82ejvWkfjk
